#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-10-26T21:16:10 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ58111cd1150b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/445/423&tab:{J/A+A/445/423/table2}&tab:{J/A+A/445/423/cep}&key:source=J/A+A/445/423&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=J/A+A/445/423/table2,J/A+A/445/423/cep
#-order=I
#-out=Cl
#-out=RAJ2000
#-out=DEJ2000
#-out=RPer
#-out=RSig
#-out=IPer
#-out=ISig
#-out=Ramp
#-out=Iamp
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34450423
#Name: J/A+A/445/423
#Title: WeCAPP Survey. M31 variables (Fliri+, 2006)
#Table	J_A_A_445_423_table2:
#Name: J/A+A/445/423/table2
#Title: Variables in Group 1-3
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Cl	(A3)	Classification (3)	[ucd=meta.code;src.var]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	RPer	(F9.4)	? Period derived from R band data	[ucd=time.period]
#Column	RSig	(F6.2)	? -log10 of significance of RP (1)	[ucd=stat.fit.goodness]
#Column	IPer	(F9.4)	? Period derived from I band data	[ucd=time.period]
#Column	ISig	(F6.2)	? -log10 of significance of IP (1)	[ucd=stat.fit.goodness]
#Column	Ramp	(F6.2)	Amplitude in broad-band R filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.R]
#Column	Iamp	(F6.2)	Amplitude in broad-band I filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.I]
_RAJ2000;_DEJ2000;Cl;RAJ2000;DEJ2000;RPer;RSig;IPer;ISig;Ramp;Iamp
010.78133;+41.22836;S  ;00 43 07.52;+41 13 42.10; 232.0900; 46.19; 232.1000; 55.72;  0.82;  2.31
010.60279;+41.22892;I  ;00 42 24.67;+41 13 44.10; 137.0800; 13.28; 139.5700; 18.34;  0.55;  1.43
010.59513;+41.22894;S  ;00 42 22.83;+41 13 44.20; 302.3900; 11.40; 285.5900; 33.54;  0.69;  2.31
010.65192;+41.22858;S  ;00 42 36.46;+41 13 42.90; 149.7300; 24.99; 149.0100; 12.55;  0.89;  1.75
010.72737;+41.22956;I  ;00 42 54.57;+41 13 46.40; 120.1100; 17.52; 122.0100;  2.62;  0.66;  1.97
010.57921;+41.22881;S  ;00 42 19.01;+41 13 43.70; 350.4900;  9.34; 357.4900; 30.07;  0.47;  2.58
010.52100;+41.22772;I  ;00 42 05.04;+41 13 39.80;  87.0600; 17.52;  88.1300; 12.75;  0.54;  1.33
010.53917;+41.22856;S  ;00 42 09.40;+41 13 42.80; 259.1900; 15.99; 260.5500; 32.05;  0.56;  1.95
010.58387;+41.22919;S  ;00 42 20.13;+41 13 45.10; 346.5600; 12.77; 362.8700; 30.09;  0.48;  2.10
010.70854;+41.22950;S  ;00 42 50.05;+41 13 46.20; 318.2300; 21.63; 318.2300; 43.79;  0.81;  3.38
010.71875;+41.22919;S  ;00 42 52.50;+41 13 45.10; 134.7900; 34.05; 135.9900; 30.47;  0.91;  2.96
010.67667;+41.22897;S  ;00 42 42.40;+41 13 44.30; 192.7700; 25.92; 193.9900; 28.31;  0.99;  3.17
010.67242;+41.22897;S  ;00 42 41.38;+41 13 44.30; 321.2900; 18.37; 324.6800; 35.70;  0.81;  3.33
010.69679;+41.22942;S  ;00 42 47.23;+41 13 45.90; 235.6300; 48.93; 237.4500; 36.89;  0.89;  3.94
010.58892;+41.22853;S  ;00 42 21.34;+41 13 42.70; 301.4100; 20.16; 299.4600; 37.01;  0.61;  2.68
010.65696;+41.22889;I  ;00 42 37.67;+41 13 44.00; 208.4000; 17.76; 208.4000; 18.80;  0.95;  2.85
010.65117;+41.22917;S  ;00 42 36.28;+41 13 45.00; 259.1900;  9.83; 265.9000; 21.68;  0.77;  2.70
010.66383;+41.22772;I  ;00 42 39.32;+41 13 39.80;         ;      ;         ;      ;  1.99;  3.38
010.68633;+41.22850;S  ;00 42 44.72;+41 13 42.60; 148.4000; 44.72; 147.7000; 38.93;  1.43;  2.85
010.72029;+41.22903;S  ;00 42 52.87;+41 13 44.50;  41.4900; 56.93;  41.4300; 18.21;  0.91;  2.04
010.62133;+41.22853;S  ;00 42 29.12;+41 13 42.70; 296.5800;  4.87; 296.5800; 29.17;  0.68;  2.28
010.58192;+41.22931;I  ;00 42 19.66;+41 13 45.50; 183.5900; 16.50; 178.2900; 11.79;  0.59;  1.43
010.68321;+41.22917;S  ;00 42 43.97;+41 13 45.00; 237.4500; 23.49; 246.9500; 32.32;  0.94;  4.12
010.59617;+41.22908;S  ;00 42 23.08;+41 13 44.70; 302.3900;  4.83; 317.9800; 24.63;  0.55;  1.86
010.60004;+41.22942;S  ;00 42 24.01;+41 13 45.90; 293.7500; 12.75; 293.7500; 31.94;  0.56;  2.18
010.72629;+41.22844;S  ;00 42 54.31;+41 13 42.40; 135.3900; 70.78; 135.3900; 49.90;  1.27;  2.96
010.70533;+41.22739;S  ;00 42 49.28;+41 13 38.60; 226.9700; 47.75; 225.3200; 51.71;  1.30;  4.11
010.66187;+41.22839;S  ;00 42 38.85;+41 13 42.20; 198.9900; 23.73; 200.2900; 26.53;  1.24;  2.65
010.76346;+41.22969;S  ;00 43 03.23;+41 13 46.90; 350.7700; 28.16; 346.8400; 45.81;  0.62;  3.85
010.65704;+41.22739;S  ;00 42 37.69;+41 13 38.60; 184.6900; 28.32; 184.6900; 17.41;  1.27;  3.17
010.81271;+41.22958;S  ;00 43 15.05;+41 13 46.50; 144.9200; 51.12; 145.6100; 24.00;  0.85;  2.19
010.83912;+41.23072;S  ;00 43 21.39;+41 13 50.60; 171.4900; 19.36; 175.3900; 39.85;  0.66;  1.44
010.73200;+41.22989;S  ;00 42 55.68;+41 13 47.60; 154.3400; 38.91; 151.3200; 19.39;  0.71;  2.35
010.58862;+41.22917;S  ;00 42 21.27;+41 13 45.00; 268.2000; 21.90; 269.1600; 36.90;  0.67;  2.61
010.72104;+41.22983;S  ;00 42 53.05;+41 13 47.40; 228.6500; 53.25; 225.3200; 60.95;  0.90;  2.83
010.71258;+41.22983;S  ;00 42 51.02;+41 13 47.40; 296.8100; 15.06; 285.8200; 50.74;  0.65;  2.87
010.67433;+41.22892;S  ;00 42 41.84;+41 13 44.10; 202.9200; 24.35; 201.6000; 30.72;  1.47;  2.47
010.68171;+41.22936;S  ;00 42 43.61;+41 13 45.70; 243.0600; 14.31; 243.0600; 26.27;  0.79;  2.87
010.54521;+41.22817;S  ;00 42 10.85;+41 13 41.40; 190.3900; 20.73; 189.2300; 18.94;  0.69;  1.51
010.76596;+41.22975;S  ;00 43 03.83;+41 13 47.10; 248.9300; 38.39; 246.9500; 57.36;  0.69;  2.63
010.66783;+41.22919;S  ;00 42 40.28;+41 13 45.10; 122.8800; 22.07; 122.8800; 11.87;  0.74;  2.08
010.62404;+41.22933;I  ;00 42 29.77;+41 13 45.60; 181.4300; 13.83; 181.4400; 19.69;  0.60;  1.55
010.62292;+41.22931;I  ;00 42 29.50;+41 13 45.50;  87.1300; 11.88;  90.4500;  9.02;  0.62;  1.32
010.66379;+41.22989;S  ;00 42 39.31;+41 13 47.60; 302.3900;  9.24; 296.5800; 26.89;  0.73;  2.21
010.56250;+41.22911;S  ;00 42 15.00;+41 13 44.80; 399.2700; 15.73; 428.3900; 28.48;  0.64;  3.58
010.71775;+41.22903;S  ;00 42 52.26;+41 13 44.50; 243.0500; 33.23; 244.9900; 52.71;  0.85;  3.58
010.53400;+41.22828;S  ;00 42 08.16;+41 13 41.80; 136.4800; 31.97; 135.8800; 14.52;  0.67;  1.09
010.52221;+41.22822;S  ;00 42 05.33;+41 13 41.60; 261.3900; 23.30; 259.2000; 36.32;  0.72;  2.60
010.77737;+41.22989;S  ;00 43 06.57;+41 13 47.60; 169.6000; 32.52; 171.8900; 25.68;  0.59;  1.62
010.81442;+41.23039;S  ;00 43 15.46;+41 13 49.40; 263.8300; 38.37; 261.3900; 56.93;  0.59;  2.25
010.75833;+41.22914;S  ;00 43 02.00;+41 13 44.90; 209.8100; 43.25; 207.1700; 45.75;  0.65;  2.70
010.77475;+41.22989;S  ;00 43 05.94;+41 13 47.60; 237.4500; 48.25; 241.1600; 57.91;  1.06;  2.65
010.69008;+41.22983;S  ;00 42 45.62;+41 13 47.40; 211.4200; 41.48; 212.8900; 47.62;  1.06;  3.31
010.65929;+41.22967;S  ;00 42 38.23;+41 13 46.80; 215.6900; 18.93; 215.5200; 27.64;  0.64;  2.27
010.64683;+41.22964;S  ;00 42 35.24;+41 13 46.70; 342.7100; 23.45; 354.5300; 28.84;  0.74;  3.60
010.63804;+41.22961;S  ;00 42 33.13;+41 13 46.60; 242.8600; 21.47; 237.2600; 29.49;  0.64;  2.79
010.60592;+41.22914;S  ;00 42 25.42;+41 13 44.90; 290.9800; 20.78; 308.4400; 36.40;  0.78;  2.94
010.60125;+41.22917;I  ;00 42 24.30;+41 13 45.00;  90.7200; 15.90;  90.7200;  2.80;  0.61;  1.00
010.63683;+41.22961;I  ;00 42 32.84;+41 13 46.60;         ;      ;         ;      ;  0.69;  1.60
010.57721;+41.22869;S  ;00 42 18.53;+41 13 43.30; 235.4500; 34.66; 235.4500; 32.94;  1.04;  2.25
010.52942;+41.22833;S  ;00 42 07.06;+41 13 42.00; 179.3200; 32.37; 178.2900; 29.88;  0.90;  1.72
010.63862;+41.22933;S  ;00 42 33.27;+41 13 45.60; 293.7500; 19.02; 293.7500; 31.19;  0.68;  3.23
010.52354;+41.22939;I  ;00 42 05.65;+41 13 45.80; 228.4700;  8.84; 226.8000; 18.62;  0.50;  1.11
010.62175;+41.22928;S  ;00 42 29.22;+41 13 45.40; 226.7900; 27.27; 223.5100; 34.24;  1.00;  2.68
010.65754;+41.22922;S  ;00 42 37.81;+41 13 45.20; 250.7600; 21.61; 248.7400; 31.71;  1.17;  3.47
010.84125;+41.23028;S  ;00 43 21.90;+41 13 49.00; 354.8100;  4.38; 354.8100; 23.70;  0.43;  2.16
010.77187;+41.23006;S  ;00 43 05.25;+41 13 48.20; 253.0200; 45.04; 255.1100; 59.80;  0.92;  3.08
010.78237;+41.22961;S  ;00 43 07.77;+41 13 46.60; 318.2300;  6.17; 318.2300; 46.40;  0.54;  1.98
010.57254;+41.22811;S  ;00 42 17.41;+41 13 41.20; 230.1800; 35.46; 231.9100; 34.14;  1.00;  2.69
010.56667;+41.22944;I  ;00 42 16.00;+41 13 46.00; 154.2200; 14.72; 161.4900; 14.40;  0.53;  1.28
010.55704;+41.22764;S  ;00 42 13.69;+41 13 39.50; 404.5200; 29.67; 422.5200; 34.07;  1.03;  5.17
010.65650;+41.22931;I  ;00 42 37.56;+41 13 45.50; 191.5700; 19.16; 191.5700; 17.00;  0.85;  2.28
010.74704;+41.23072;S  ;00 42 59.29;+41 13 50.60; 331.9100; 11.46; 331.9200; 39.96;  0.62;  2.77
010.64600;+41.23022;S  ;00 42 35.04;+41 13 48.80; 261.3900;  6.39; 272.9600; 31.79;  0.77;  2.32
010.54654;+41.22969;S  ;00 42 11.17;+41 13 46.90; 334.9900; 15.18; 334.9900; 28.11;  0.44;  2.46
010.61617;+41.22900;I  ;00 42 27.88;+41 13 44.40; 124.8700;  8.88; 122.8900; 12.61;  0.57;  1.91
010.75533;+41.23036;S  ;00 43 01.28;+41 13 49.30;  47.5600;  7.36;  48.5400;  5.40;  0.61;  1.97
010.56883;+41.22878;RV ;00 42 16.52;+41 13 43.60;  43.6900; 25.06;  43.6900; 16.56;  1.04;  1.47
010.60692;+41.22861;S  ;00 42 25.66;+41 13 43.00; 191.5700; 26.29; 193.9900; 23.68;  1.21;  2.27
010.59192;+41.22864;S  ;00 42 22.06;+41 13 43.10; 208.4000; 19.29; 209.8200; 22.45;  1.19;  2.27
010.53300;+41.22900;S  ;00 42 07.92;+41 13 44.40; 324.6700; 12.35; 321.2900; 32.46;  0.53;  1.78
010.79637;+41.22969;S  ;00 43 11.13;+41 13 46.90; 270.7700; 74.98; 273.1700; 58.25;  1.28;  2.52
010.75213;+41.23017;S  ;00 43 00.51;+41 13 48.60; 220.4800; 51.88; 217.3900; 53.45;  0.85;  3.22
010.81608;+41.23083;I  ;00 43 15.86;+41 13 51.00; 124.4700; 18.39; 124.4700;  7.98;  0.64;  1.51
010.80987;+41.23081;I  ;00 43 14.37;+41 13 50.90;  67.4000;  9.80;  67.9900;  4.43;  0.59;  1.52
010.60492;+41.22983;I  ;00 42 25.18;+41 13 47.40; 308.4400;  7.75; 314.7400; 17.58;  0.60;  2.50
010.57075;+41.22958;S  ;00 42 16.98;+41 13 46.50; 277.8700; 21.54; 275.3900; 34.46;  0.61;  2.34
010.68392;+41.22933;S  ;00 42 44.14;+41 13 45.60; 222.0700; 34.67; 225.3200; 36.76;  1.24;  4.09
010.67125;+41.22903;S  ;00 42 41.10;+41 13 44.50; 270.5600; 14.17; 265.9000; 26.71;  0.74;  2.10
010.68021;+41.23050;I  ;00 42 43.25;+41 13 49.80; 110.9500;  3.97; 110.9500;  3.97;  0.63;  1.39
010.58704;+41.22939;S  ;00 42 20.89;+41 13 45.80; 260.5400; 20.69; 256.5100; 30.94;  0.69;  1.96
010.75392;+41.22983;S  ;00 43 00.94;+41 13 47.40; 288.4800; 41.81; 296.8100; 61.40;  0.78;  3.25
010.79250;+41.23000;S  ;00 43 10.20;+41 13 48.00; 246.9400; 35.37; 250.9600; 57.41;  0.66;  2.40
010.84721;+41.23072;S  ;00 43 23.33;+41 13 50.60; 158.3000; 40.54; 158.1700; 31.95;  0.65;  1.82
010.71317;+41.22664;S  ;00 42 51.16;+41 13 35.90; 220.4800; 58.95; 217.3900; 55.94;  1.28;  3.50
010.54446;+41.22925;S  ;00 42 10.67;+41 13 45.30; 144.8100; 23.37; 146.1800; 25.06;  0.60;  1.59
010.59054;+41.22983;S  ;00 42 21.73;+41 13 47.40; 259.1900; 17.81; 254.9100; 34.89;  0.57;  2.17
010.73433;+41.23058;S  ;00 42 56.24;+41 13 50.10; 346.8300; 30.78; 350.7800; 54.97;  0.71;  3.98
010.65404;+41.22906;S  ;00 42 36.97;+41 13 44.60; 125.8900; 24.71; 126.9300; 13.98;  0.95;  1.55
010.69104;+41.22969;S  ;00 42 45.85;+41 13 46.90; 184.8400; 49.82; 189.3800; 37.94;  1.13;  3.43
010.70637;+41.22967;S  ;00 42 49.53;+41 13 46.80; 257.2300; 30.11; 263.8300; 58.19;  0.85;  3.40
010.70558;+41.23017;S  ;00 42 49.34;+41 13 48.60; 211.4200; 46.57; 211.4300; 47.65;  0.93;  3.25
010.53950;+41.22922;S  ;00 42 09.48;+41 13 45.20; 314.7300; 20.20; 321.2900; 32.91;  0.60;  2.50
010.66667;+41.22992;S  ;00 42 40.00;+41 13 47.70; 174.2600; 24.77; 174.2600; 21.73;  1.01;  1.99
010.60400;+41.22953;I  ;00 42 24.96;+41 13 46.30; 246.7500; 14.55; 248.7400; 17.62;  0.84;  3.04
010.59396;+41.22897;S  ;00 42 22.55;+41 13 44.30; 201.5900; 25.27; 201.6000; 31.09;  1.55;  2.99
010.84917;+41.23025;S  ;00 43 23.80;+41 13 48.90;  78.1500; 42.77;  78.5500; 27.45;  0.82;  1.39
010.52000;+41.22956;S  ;00 42 04.80;+41 13 46.40; 268.2000; 19.24; 263.6300; 31.30;  0.65;  2.09
010.66792;+41.23042;S  ;00 42 40.30;+41 13 49.50; 250.7600; 12.33; 250.7700; 31.57;  0.88;  2.63
010.82192;+41.23150;S  ;00 43 17.26;+41 13 53.40; 215.8600; 20.57; 212.8900; 31.81;  0.56;  1.86
010.62679;+41.23000;S  ;00 42 30.43;+41 13 48.00; 338.9500; 12.36; 338.9500; 21.59;  0.55;  2.44
010.55300;+41.22958;I  ;00 42 12.72;+41 13 46.50; 188.6100;  3.60; 185.8100;  5.78;  0.60;  1.23
010.77425;+41.22925;S  ;00 43 05.82;+41 13 45.30; 390.7300; 53.23; 390.7400; 34.36;  1.27;  2.99
010.73467;+41.22975;S  ;00 42 56.32;+41 13 47.10; 133.6300; 57.30; 134.2100; 26.18;  0.86;  2.15
010.78754;+41.23044;S  ;00 43 09.01;+41 13 49.60; 253.0200; 48.66; 253.0200; 58.65;  1.05;  3.42
010.72467;+41.22961;S  ;00 42 53.92;+41 13 46.60; 189.2200; 56.39; 192.9300; 41.96;  0.99;  2.71
010.73350;+41.22906;S  ;00 42 56.04;+41 13 44.60; 299.6900; 35.93; 285.8200; 53.62;  0.86;  3.49
010.66904;+41.22956;S  ;00 42 40.57;+41 13 46.40; 440.6300;  6.16; 440.6300; 25.50;  0.76;  2.90
010.66862;+41.23092;S  ;00 42 40.47;+41 13 51.30; 217.2100; 13.15; 214.2000; 22.54;  0.72;  2.09
010.61350;+41.23022;I  ;00 42 27.24;+41 13 48.80;         ;      ;         ;      ;  0.56;  1.35
010.67175;+41.22994;I  ;00 42 41.22;+41 13 47.80; 163.1900; 19.33; 165.8300; 17.37;  0.81;  1.89
010.79800;+41.23111;S  ;00 43 11.52;+41 13 52.00; 176.3900; 10.35; 174.4000; 25.76;  0.60;  1.89
010.66733;+41.23017;S  ;00 42 40.16;+41 13 48.60; 259.1900; 19.55; 263.6300; 31.23;  0.77;  2.74
010.64750;+41.23078;S  ;00 42 35.40;+41 13 50.80; 179.3200; 10.34; 183.6000; 24.23;  0.78;  2.52
010.64217;+41.22969;S  ;00 42 34.12;+41 13 46.90; 240.9700; 26.50; 240.9700; 34.74;  0.94;  2.93
010.63767;+41.23075;S  ;00 42 33.04;+41 13 50.70; 156.5700; 11.67; 158.1800; 26.46;  0.66;  2.09
010.78875;+41.23075;S  ;00 43 09.30;+41 13 50.70; 339.2100; 29.36; 358.9400; 59.11;  0.76;  2.83
010.69850;+41.22897;S  ;00 42 47.64;+41 13 44.30; 237.4500; 38.86; 232.1000; 38.72;  1.17;  4.89
010.63846;+41.23089;S  ;00 42 33.23;+41 13 51.20; 257.0300; 18.79; 257.0400; 32.40;  0.76;  2.09
010.56012;+41.23011;S  ;00 42 14.43;+41 13 48.40; 191.9800; 22.73; 193.2000; 24.99;  0.57;  1.36
010.80546;+41.23100;S  ;00 43 13.31;+41 13 51.60; 358.9300; 32.04; 358.9400; 51.38;  0.66;  2.83
010.52846;+41.22994;S  ;00 42 06.83;+41 13 47.80; 272.9500; 14.66; 288.2600; 31.05;  0.43;  2.33
010.78517;+41.23028;S  ;00 43 08.44;+41 13 49.00; 152.0600; 35.14; 148.4100; 32.40;  0.61;  1.68
010.78475;+41.23086;S  ;00 43 08.34;+41 13 51.10; 350.7700; 28.36; 342.9900; 52.57;  0.62;  3.73
010.68512;+41.22975;S  ;00 42 44.43;+41 13 47.10; 293.7400; 17.45; 263.8300; 35.00;  1.07;  4.14
010.51879;+41.23019;S  ;00 42 04.51;+41 13 48.70; 280.4000; 14.97; 275.3900; 28.46;  0.46;  2.08
010.77579;+41.23089;S  ;00 43 06.19;+41 13 51.20; 138.4200; 24.80; 135.9900; 13.75;  0.78;  1.85
010.64771;+41.23017;S  ;00 42 35.45;+41 13 48.60; 244.7900; 12.96; 242.8700; 33.28;  0.68;  2.22
010.71937;+41.23061;S  ;00 42 52.65;+41 13 50.20; 250.9600; 26.37; 246.9500; 32.78;  1.07;  3.51
010.69854;+41.23008;S  ;00 42 47.65;+41 13 48.30; 358.9300; 23.31; 363.1600; 46.71;  0.92;  5.34
010.63525;+41.23050;S  ;00 42 32.46;+41 13 49.80; 244.5900; 25.23; 244.6000; 35.51;  0.65;  2.46
010.76212;+41.23058;S  ;00 43 02.91;+41 13 50.10; 127.0300; 51.20; 125.9900; 35.06;  1.01;  2.94
010.73929;+41.23053;S  ;00 42 57.43;+41 13 49.90; 181.5800; 47.99; 174.4000; 26.46;  0.88;  2.87
010.69171;+41.23092;S  ;00 42 46.01;+41 13 51.30; 293.9800; 24.70; 293.9900; 55.74;  0.89;  4.10
010.54658;+41.23017;S  ;00 42 11.18;+41 13 48.60; 277.8700; 20.64; 265.9000; 32.69;  0.70;  2.54
010.75812;+41.23019;S  ;00 43 01.95;+41 13 48.70; 342.7000; 64.32; 339.2200; 63.57;  1.02;  4.00
010.77617;+41.23003;S  ;00 43 06.28;+41 13 48.10; 280.6200; 47.16; 288.4900; 64.41;  0.87;  2.98
010.79146;+41.23139;S  ;00 43 09.95;+41 13 53.00; 308.6800; 23.91; 302.6300; 52.23;  0.69;  2.70
010.68304;+41.23061;S  ;00 42 43.93;+41 13 50.20; 263.8300; 25.71; 261.6000; 43.50;  0.87;  3.92
010.66000;+41.23042;I  ;00 42 38.40;+41 13 49.50;         ;      ;         ;      ;  0.61;  3.34
010.61725;+41.23019;S  ;00 42 28.14;+41 13 48.70; 331.6600;  1.73; 331.6600; 23.26;  0.60;  1.50
010.59500;+41.23081;S  ;00 42 22.80;+41 13 50.90; 346.5600;  9.95; 335.2600; 26.30;  0.60;  2.99
010.83533;+41.23122;S  ;00 43 20.48;+41 13 52.40; 124.4700; 20.43; 122.9800;  4.08;  0.62;  1.61
010.66296;+41.23086;S  ;00 42 39.11;+41 13 51.10; 208.4000; 15.49; 207.0100; 24.13;  0.75;  1.87
010.58121;+41.23003;S  ;00 42 19.49;+41 13 48.10; 197.7200; 30.31; 196.4600; 30.19;  0.82;  1.94
010.57412;+41.22997;S  ;00 42 17.79;+41 13 47.90; 277.8700; 10.52; 299.4600; 29.07;  0.55;  2.08
010.55154;+41.23053;S  ;00 42 12.37;+41 13 49.90; 298.4800; 16.52; 299.4600; 32.47;  0.51;  2.04
010.59212;+41.23039;S  ;00 42 22.11;+41 13 49.40; 346.5600; 15.78; 358.6500; 38.55;  0.55;  3.05
010.57279;+41.22997;S  ;00 42 17.47;+41 13 47.90; 275.3900; 19.75; 275.3900; 35.00;  0.59;  2.38
010.72942;+41.23003;S  ;00 42 55.06;+41 13 48.10; 257.2300; 47.26; 257.2400; 55.68;  0.99;  3.21
010.74767;+41.22842;S  ;00 42 59.44;+41 13 42.30; 114.7500; 59.80; 115.1800; 41.92;  1.07;  2.34
010.62383;+41.23006;S  ;00 42 29.72;+41 13 48.20; 197.7200; 19.28; 200.2900; 24.94;  0.78;  2.01
010.72537;+41.23022;S  ;00 42 54.09;+41 13 48.80; 134.7900; 49.67; 133.0500; 36.82;  1.19;  2.10
010.59596;+41.23058;S  ;00 42 23.03;+41 13 50.10; 285.5900;  9.07; 285.5900; 33.07;  0.54;  2.19
010.82350;+41.23131;S  ;00 43 17.64;+41 13 52.70; 155.1100; 33.49; 155.9000; 37.45;  0.65;  2.48
010.78583;+41.23089;S  ;00 43 08.60;+41 13 51.20; 250.9600; 61.98; 244.9900; 56.22;  0.93;  3.90
010.53858;+41.22956;S  ;00 42 09.26;+41 13 46.40; 230.1800; 23.08; 226.8000; 33.50;  0.85;  2.35
010.55004;+41.22928;S  ;00 42 12.01;+41 13 45.40; 334.1700; 18.45; 346.5600; 28.04;  0.77;  3.76
010.69817;+41.23072;S  ;00 42 47.56;+41 13 50.60; 220.4800; 23.35; 222.0800; 35.27;  0.88;  3.71
010.73987;+41.23136;S  ;00 42 57.57;+41 13 52.90; 321.5400; 36.60; 324.9300; 55.80;  0.78;  3.77
010.68104;+41.23106;S  ;00 42 43.45;+41 13 51.80; 288.2600; 10.27; 277.8800; 23.22;  0.70;  2.50
010.66596;+41.23094;S  ;00 42 39.83;+41 13 51.40; 331.6500; 11.98; 354.5300; 31.41;  0.87;  3.77
010.67442;+41.23072;S  ;00 42 41.86;+41 13 50.60; 218.7500; 21.51; 220.1400; 26.63;  0.96;  2.35
010.63933;+41.23094;S  ;00 42 33.44;+41 13 51.40; 302.3900; 16.06; 314.7400; 29.97;  0.81;  3.33
010.62921;+41.23092;S  ;00 42 31.01;+41 13 51.30; 212.7100; 20.90; 209.8200; 19.20;  0.83;  2.31
010.68029;+41.22931;S  ;00 42 43.27;+41 13 45.50; 242.8600; 21.63; 242.8700; 19.23;  1.17;  3.29
010.85329;+41.23167;S  ;00 43 24.79;+41 13 54.00; 278.0900; 36.25; 283.2000; 48.10;  0.67;  3.10
010.77342;+41.23097;S  ;00 43 05.62;+41 13 51.50; 225.3100; 61.07; 225.3200; 60.95;  0.96;  2.61
010.54542;+41.23036;S  ;00 42 10.90;+41 13 49.30; 280.4000; 18.72; 279.1300; 31.81;  0.53;  2.38
010.73504;+41.23108;S  ;00 42 56.41;+41 13 51.90; 124.8700; 42.22; 126.5100;  8.81;  0.64;  2.44
010.73225;+41.23108;S  ;00 42 55.74;+41 13 51.90; 318.2300;  1.08; 318.2300; 20.77;  0.65;  2.88
010.61496;+41.23019;S  ;00 42 27.59;+41 13 48.70; 173.2800; 36.22; 173.2800; 29.16;  1.11;  2.37
010.58725;+41.23000;S  ;00 42 20.94;+41 13 48.00; 342.7100; 18.62; 328.1300; 36.07;  0.61;  2.55
010.80558;+41.23206;I  ;00 43 13.34;+41 13 55.40;  97.3700; 14.02;  98.6200;  1.22;  0.53;  1.47
010.70179;+41.23164;S  ;00 42 48.43;+41 13 53.90; 354.8000;  8.60; 363.1600; 54.64;  0.77;  3.63
010.77750;+41.23092;S  ;00 43 06.60;+41 13 51.30; 220.4800; 47.77; 220.4900; 57.57;  0.98;  2.20
010.76521;+41.23156;S  ;00 43 03.65;+41 13 53.60; 328.3800; 31.32; 324.9300; 53.23;  0.59;  2.47
010.74371;+41.23150;S  ;00 42 58.49;+41 13 53.40; 250.9600; 30.33; 246.9500; 47.98;  0.64;  2.91
010.72229;+41.23108;S  ;00 42 53.35;+41 13 51.90; 291.2100; 20.93; 283.2000; 36.79;  0.96;  3.31
010.54304;+41.23039;S  ;00 42 10.33;+41 13 49.40; 581.9700;  7.23; 581.9700; 22.34;  0.52;  3.02
010.65729;+41.23103;S  ;00 42 37.75;+41 13 51.70; 299.4500; 15.03; 305.3900; 33.25;  0.83;  2.71
010.64421;+41.23058;S  ;00 42 34.61;+41 13 50.10; 220.3100; 18.21; 218.5800; 24.73;  0.80;  2.17
010.70812;+41.23133;S  ;00 42 49.95;+41 13 52.80; 127.5500; 38.82; 124.4700;  8.10;  0.69;  2.15
010.55558;+41.23019;S  ;00 42 13.34;+41 13 48.70; 287.3300; 26.82; 285.5900; 35.12;  0.77;  2.98
010.64129;+41.23097;S  ;00 42 33.91;+41 13 51.50; 311.5500;  6.18; 310.5500; 20.28;  0.70;  2.59
010.72933;+41.23069;S  ;00 42 55.04;+41 13 50.50; 220.4800; 51.40; 225.3200; 47.82;  1.36;  4.17
010.73354;+41.23022;S  ;00 42 56.05;+41 13 48.80; 171.4900; 46.03; 171.4900; 20.80;  1.34;  3.13
010.58542;+41.22978;I  ;00 42 20.50;+41 13 47.20; 183.5900;  7.38; 191.5800; 17.54;  0.60;  2.08
